,CicloLectivoDesCorta,IdAlumno,Anio,Genero,FechaNacimiento,Distrito,Provincia,Departamento,FamiliarResponsable,AnioNacimiento,CantParcialesDesaprobados,CantFinalesDesaprobados,ExcedeNotasDesaprobadasNoParcNoFin,ExcedeMitadCursosDesaprobados,ProgramaAlu,Colegio,TipoColegio,CantArmadas,CantArmadasRetraso7dias,ExcedePagosAtrasados,Desercion,Edad,GrupoEdad
308,2023-2,100136109,2023,F,2006-02-17,SANTA ANITA,LIMA ,LIMA,Madre,2006.0,18,18,SI,SI,Biología Marina,0101 SHUJI KITAMURA - SANTA AN,PRIV,5.0,0.0,0.0,1,17.0,MenosDe18
309,2023-2,100136113,2023,M,2005-10-21,CARABAYLLO,LIMA ,LIMA,Padre,2005.0,3,6,SI,NO,Enfermería,IE TECHNOLOGY SCHOOLS DE LIMA,PRIV,5.0,0.0,0.0,0,18.0,MenosDe18
310,2023-2,100136134,2023,F,2006-04-16,LURIGANCHO,LIMA ,LIMA,Apoderado,2006.0,0,3,SI,NO,Farmacia y Bioquímica,WINNER SCHOOL,PRIV,5.0,0.0,0.0,0,17.0,MenosDe18
311,2023-2,100136135,2023,M,2004-12-16,LINCE,LIMA ,LIMA,Alumno,2004.0,0,3,NO,NO,Psicología,IE 1057 JOSE BAQUIJANO Y CARRI,PUBL,5.0,1.0,0.0,0,19.0,Entre18y25
312,2023-2,100136138,2023,F,2003-07-01,VILLA EL SALVADOR,LIMA ,LIMA,Alumno,2003.0,0,0,SI,NO,Enfermería,PERU VALLADOLID 7237,PRIV,5.0,0.0,0.0,0,20.0,Entre18y25
313,2023-2,100136142,2023,F,2005-06-06,ATE,LIMA ,LIMA,Padre,2005.0,18,18,SI,SI,Obstetricia,JUAN PABLO II-CHACLACAYO,PUBL,4.0,2.0,1.0,1,18.0,MenosDe18
314,2023-2,100136145,2023,F,2006-04-09,VILLA MARÍA DEL TRIUNFO,LIMA ,LIMA,Madre,2006.0,18,18,SI,SI,Obstetricia,REINA CARMELITA - VMT,PUBL,2.0,0.0,0.0,1,17.0,MenosDe18
315,2023-2,100136152,2023,F,2005-02-02,PUENTE PIEDRA,LIMA ,LIMA,Apoderado,2005.0,3,3,NO,NO,Estomatología,5171 TUPAC AMARU II,PUBL,5.0,1.0,0.0,0,18.0,MenosDe18
316,2023-2,100136154,2023,F,2006-04-01,SAN MARTÍN DE PORRES,LIMA ,LIMA,Padre,2006.0,6,0,NO,NO,Arquitectura y Urb Ambiental,IE HERMANO NOE ZEVALLOS ORTEGA,PUBL,5.0,0.0,0.0,0,17.0,MenosDe18
317,2023-2,100136156,2023,F,2006-01-16,LOS OLIVOS,LIMA ,LIMA,Padre,2006.0,2,0,NO,NO,Derecho,3091,PUBL,5.0,0.0,0.0,0,17.0,MenosDe18
318,2023-2,100136157,2023,F,2005-12-01,BARRANCO,LIMA ,LIMA,Madre,2005.0,0,0,NO,NO,Comunicación y Publicidad,Inmaculado High School - Barra,PRIV,5.0,0.0,0.0,0,18.0,MenosDe18
319,2023-2,100136159,2023,F,2003-07-21,HUARAL,HUARAL ,LIMA,Alumno,2003.0,18,18,SI,SI,Enfermería,NSTRA. SRA. DEL CARMEN-HUARAL,PRIV,3.0,0.0,0.0,1,20.0,Entre18y25
320,2023-2,100136166,2023,F,2005-04-14,SAN MARTÍN DE PORRES,LIMA ,LIMA,Madre,2005.0,6,6,SI,NO,Psicología,TECHNOLOGY SCHOOLS DE SAN MART,PRIV,4.0,2.0,1.0,0,18.0,MenosDe18
321,2023-2,100136168,2023,M,2005-12-01,SANTIAGO DE SURCO,LIMA ,LIMA,Madre,2005.0,0,0,NO,NO,Farmacia y Bioquímica,San Benito De Palermo,PRIV,5.0,0.0,0.0,0,18.0,MenosDe18
322,2023-2,100136169,2023,F,2005-11-29,PARDO MIGUEL,RIOJA ,SAN MARTÍN,Apoderado,2005.0,3,0,NO,NO,Obstetricia,MANUEL GONZALES PRADA,PRIV,5.0,0.0,0.0,0,18.0,MenosDe18
323,2023-2,100136170,2023,F,2004-11-22,CARABAYLLO,LIMA ,LIMA,Alumno,2004.0,6,6,SI,NO,Adm. Negocios Internacionales,1224,PRIV,3.0,0.0,0.0,1,19.0,Entre18y25
324,2023-2,100136174,2023,F,2004-12-11,CARABAYLLO,LIMA ,LIMA,Alumno,2004.0,6,3,SI,NO,Medic Veterinaria y Zootecnia,8161 MANUEL SCORZA TORRE - CAR,PRIV,5.0,0.0,0.0,1,19.0,Entre18y25
325,2023-2,100136186,2023,M,2006-02-06,COMAS,LIMA ,LIMA,Apoderado,2006.0,21,21,SI,SI,Derecho,Trilce Comas,PRIV,5.0,2.0,0.0,1,17.0,MenosDe18
326,2023-2,100136193,2023,M,2004-04-25,CARABAYLLO,LIMA ,LIMA,Alumno,2004.0,18,18,SI,SI,Farmacia y Bioquímica,CE PARTIDO DOMINGO PERÓN,PRIV,1.0,0.0,0.0,1,19.0,Entre18y25
327,2023-2,100136194,2023,M,2004-01-23,SAN MARTÍN DE PORRES,LIMA ,LIMA,Alumno,2004.0,3,0,NO,NO,Derecho,SAN PIO X,PRIV,5.0,0.0,0.0,0,19.0,Entre18y25
328,2023-2,100136198,2023,M,2004-10-07,PUENTE PIEDRA,LIMA ,LIMA,Alumno,2004.0,9,3,SI,NO,Farmacia y Bioquímica,3091,PRIV,5.0,0.0,0.0,0,19.0,Entre18y25
329,2023-2,100136199,2023,M,2005-03-31,PUENTE PIEDRA,LIMA ,LIMA,Apoderado,2005.0,0,0,NO,NO,Ing. Empresarial y de Sistemas,SANTA ELENA,PRIV,6.0,1.0,0.0,0,18.0,MenosDe18
330,2023-2,100136201,2023,M,2005-06-10,ATE,LIMA ,LIMA,Padre,2005.0,6,0,SI,NO,Enfermería,RICARDO PALMA - ATE,PRIV,5.0,0.0,0.0,0,18.0,MenosDe18
331,2023-2,100136202,2023,F,2003-05-16,PACHACAMAC,LIMA ,LIMA,Alumno,2003.0,0,0,NO,NO,Enfermería,SANTA MARIA REINA DEL MUNDO,PRIV,5.0,0.0,0.0,0,20.0,Entre18y25
332,2023-2,100136240,2023,F,2006-03-21,COMAS,LIMA ,LIMA,Madre,2006.0,0,0,NO,NO,Nutrición y Dietética,Saco Oliveros - Los Olivos,PRIV,5.0,0.0,0.0,0,17.0,MenosDe18
333,2023-2,100136248,2023,F,2005-09-19,VILLA EL SALVADOR,LIMA ,LIMA,Madre,2005.0,0,3,NO,NO,Adm. Negocios Internacionales,7073 - VILLA MARIA DEL TRIUNFO,PRIV,5.0,1.0,0.0,0,18.0,MenosDe18
334,2023-2,100136250,2023,F,1999-09-06,PUENTE PIEDRA,LIMA ,LIMA,Alumno,1999.0,3,3,NO,NO,Medic Veterinaria y Zootecnia,LAS ORQUIDEAS - Lima / Lima /,PRIV,5.0,0.0,0.0,0,24.0,Entre18y25
335,2023-2,100136254,2023,F,2002-03-10,SAN JUAN DE LURIGANCHO,LIMA ,LIMA,Alumno,2002.0,3,0,NO,NO,Farmacia y Bioquímica,CAPITAN ALIPIO PONCE VASQUEZ,PRIV,5.0,0.0,0.0,0,21.0,Entre18y25
336,2023-2,100136255,2023,F,2000-10-21,VILLA EL SALVADOR,LIMA ,LIMA,Alumno,2000.0,0,0,NO,NO,Adm. Negocios Internacionales,JESUS DE NAZARETH,PRIV,5.0,0.0,0.0,0,23.0,Entre18y25
337,2023-2,100136256,2023,F,2004-02-03,SAN MIGUEL,LIMA ,LIMA,Alumno,2004.0,6,6,SI,NO,Medic Veterinaria y Zootecnia,REGINA PACIS - CARMEN DE LA LE,PRIV,5.0,0.0,0.0,1,19.0,Entre18y25
338,2023-2,100136265,2023,F,2005-09-28,VILLA EL SALVADOR,LIMA ,LIMA,Madre,2005.0,6,18,SI,NO,Psicología,PERU VALLADOLID 7237,PUBL,1.0,0.0,0.0,1,18.0,MenosDe18
339,2023-2,100136266,2023,M,2004-01-19,SANTIAGO DE SURCO,LIMA ,LIMA,Alumno,2004.0,0,2,NO,NO,Adm. Negocios Internacionales,SAN GERMAN VES,PRIV,5.0,1.0,0.0,0,19.0,Entre18y25
340,2023-2,100136269,2023,M,1992-04-21,SAN JUAN DE LURIGANCHO,LIMA ,LIMA,Alumno,1992.0,18,18,SI,SI,Medic Veterinaria y Zootecnia,CEBA - ANTENOR ORREGO ESPINOZA,PRIV,1.0,0.0,0.0,1,31.0,Mayor25
341,2023-2,100136278,2023,F,2006-05-23,ANDAHUAYLAS,ANDAHUAYLAS,APURÍMAC,Madre,2006.0,18,18,SI,SI,Farmacia y Bioquímica,PROCERES DE LA INDEPENDENCIA A,PRIV,1.0,0.0,0.0,1,17.0,MenosDe18
342,2023-2,100136283,2023,F,2006-01-06,ATE,LIMA ,LIMA,Madre,2006.0,0,0,NO,NO,Psicología,NIÑO GENIO - ATE,PRIV,5.0,0.0,0.0,0,17.0,MenosDe18
343,2023-2,100136284,2023,F,2005-07-18,VILLA MARÍA DEL TRIUNFO,LIMA ,LIMA,Madre,2005.0,3,0,SI,NO,Medic Veterinaria y Zootecnia,SAN IGNACIO DE NUEVA ESPERANZA,PUBL,5.0,0.0,0.0,0,18.0,MenosDe18
344,2023-2,100136294,2023,F,2006-06-19,VENTANILLA,PROV. CONST. DEL CALLAO,CALLAO,Padre,2006.0,0,0,NO,NO,Enfermería,LICEO NAVAL CAPITAN DE CORBETA,PRIV,6.0,1.0,0.0,0,17.0,MenosDe18
345,2023-2,100136297,2023,F,2005-08-17,HUARAL,HUARAL ,LIMA,Madre,2005.0,9,9,SI,NO,Enfermería,San Isidro - Huaral,PRIV,5.0,1.0,0.0,0,18.0,MenosDe18
346,2023-2,100136298,2023,F,2006-07-20,SAN MARTÍN DE PORRES,LIMA ,LIMA,Padre,2006.0,6,4,NO,NO,Arquitectura y Urb Ambiental,SAN MIGUEL,PRIV,5.0,0.0,0.0,0,17.0,MenosDe18
347,2023-2,100136300,2023,M,2006-01-05,VILLA EL SALVADOR,LIMA ,LIMA,Padre,2006.0,2,0,NO,NO,Psicología,Pamer Villa El Salvador,PRIV,5.0,2.0,0.0,0,17.0,MenosDe18
348,2023-2,100136303,2023,M,2005-07-19,COMAS,LIMA ,LIMA,Madre,2005.0,3,0,NO,NO,Psicología,Trilce - Pro,PRIV,3.0,2.0,1.0,0,18.0,MenosDe18
349,2023-2,100136304,2023,F,2005-11-29,SAN JUAN DE LURIGANCHO,LIMA ,LIMA,Padre,2005.0,6,0,NO,NO,Obstetricia,CRISTIAN HUYGENS,PRIV,5.0,0.0,0.0,1,18.0,MenosDe18
350,2023-2,100136314,2023,F,2006-01-30,CARABAYLLO,LIMA ,LIMA,Madre,2006.0,3,0,SI,NO,Obstetricia,TUNGASUCA,PUBL,5.0,1.0,0.0,0,17.0,MenosDe18
351,2023-2,100136328,2023,F,2005-12-21,LURIGANCHO,LIMA ,LIMA,Madre,2005.0,3,0,NO,NO,Obstetricia,JOSEFA CARRILLO Y ALBORNOZ-LUR,PRIV,,,,0,18.0,MenosDe18
352,2023-2,100136342,2023,F,2006-06-16,SANTIAGO DE SURCO,LIMA ,LIMA,Apoderado,2006.0,0,0,NO,NO,Psicología,ALBERTO BENJAMIN SIMPSON,PUBL,5.0,0.0,0.0,1,17.0,MenosDe18
353,2023-2,100136367,2023,F,2005-12-27,ATE,LIMA ,LIMA,Padre,2005.0,3,0,NO,NO,Psicología,SAN ALFONSO-ATE,PRIV,5.0,0.0,0.0,0,18.0,MenosDe18
354,2023-2,100136370,2023,M,1999-06-17,ATE,LIMA ,LIMA,Alumno,1999.0,3,0,NO,NO,Enfermería,SAN FRANCISCO DE ASIS - ATE,PRIV,3.0,1.0,0.0,1,24.0,Entre18y25
355,2023-2,100136371,2023,F,1980-03-02,VENTANILLA,PROV. CONST. DEL CALLAO,CALLAO,Alumno,1980.0,0,0,NO,NO,Obstetricia,VILLA LOS REYES VENT,PRIV,5.0,0.0,0.0,0,43.0,Mayor25
356,2023-2,100136375,2023,M,2004-04-20,INDEPENDENCIA,LIMA ,LIMA,Alumno,2004.0,0,0,NO,NO,Obstetricia,CATOLICA HIGH SCHOOL - INDEPEN,PRIV,6.0,0.0,0.0,0,19.0,Entre18y25
357,2023-2,100136383,2023,M,2002-10-09,COMAS,LIMA ,LIMA,Alumno,2002.0,6,3,SI,NO,Marketing y Administración,SAN FRANCISCO SOLANO,PRIV,5.0,2.0,0.0,0,21.0,Entre18y25
358,2023-2,100136385,2023,M,2006-04-20,LOS OLIVOS,LIMA ,LIMA,Madre,2006.0,6,0,SI,NO,Farmacia y Bioquímica,Saco Oliveros - Los Olivos,PRIV,5.0,0.0,0.0,0,17.0,MenosDe18
359,2023-2,100136388,2023,M,2006-01-10,LA BANDA DE SHILCAYO,SAN MARTÍN ,SAN MARTÍN,Madre,2006.0,9,6,SI,NO,Estomatología,VIRGEN DOLOROSA,PRIV,5.0,0.0,0.0,0,17.0,MenosDe18
360,2023-2,100136392,2023,M,1995-12-14,SAN JUAN DE MIRAFLORES,LIMA ,LIMA,Alumno,1995.0,3,6,SI,NO,Medic Veterinaria y Zootecnia,VILLA SAN JUAN,PRIV,5.0,1.0,0.0,0,28.0,Mayor25
361,2023-2,100136395,2023,F,2003-12-29,SANTIAGO DE SURCO,LIMA ,LIMA,Alumno,2003.0,2,2,NO,NO,Derecho,JORGE CHAVEZ-SURCO,PUBL,5.0,3.0,1.0,0,20.0,Entre18y25
362,2023-2,100136397,2023,M,2005-10-11,VILLA EL SALVADOR,LIMA ,LIMA,Madre,2005.0,12,3,SI,NO,Medic Veterinaria y Zootecnia,MARKHAM,PRIV,1.0,1.0,1.0,1,18.0,MenosDe18
363,2023-2,100136403,2023,F,2004-01-09,MATUCANA,HUAROCHIRÍ ,LIMA,Alumno,2004.0,0,2,NO,NO,Farmacia y Bioquímica,JULIO CESAR TELLO - HUAROCHIRI,PUBL,5.0,0.0,0.0,0,19.0,Entre18y25
364,2023-2,100136406,2023,M,1999-11-25,SAN JUAN DE MIRAFLORES,LIMA ,LIMA,Alumno,1999.0,0,0,NO,NO,Medic Veterinaria y Zootecnia,JAVIER HERAUD,PRIV,5.0,0.0,0.0,0,24.0,Entre18y25
365,2023-2,100136407,2023,F,2006-02-07,LOS OLIVOS,LIMA ,LIMA,Madre,2006.0,2,2,NO,NO,Psicología,JOSE MARIA ESCRIVA DE BALAGUE,PRIV,5.0,0.0,0.0,0,17.0,MenosDe18
366,2023-2,100136409,2023,F,2005-06-27,SAN JUAN DE MIRAFLORES,LIMA ,LIMA,Madre,2005.0,0,0,NO,NO,Enfermería,IE FEDERICO VILLARREAL,PRIV,5.0,0.0,0.0,0,18.0,MenosDe18
367,2023-2,100136414,2023,M,2005-12-17,SALAS,ICA ,ICA,Madre,2005.0,6,0,SI,NO,Medic Veterinaria y Zootecnia,UNION AMERICANA,PUBL,5.0,0.0,0.0,0,18.0,MenosDe18
368,2023-2,100136422,2023,F,2002-08-12,VILLA EL SALVADOR,LIMA ,LIMA,Alumno,2002.0,3,0,NO,NO,Enfermería,PERUANO JAPONES N°7213 - VES,PRIV,5.0,0.0,0.0,0,21.0,Entre18y25
369,2023-2,100136425,2023,F,2006-05-08,PACHACAMAC,LIMA ,LIMA,Padre,2006.0,6,6,SI,NO,Obstetricia,SANTISIMO SALVADOR 7239,PRIV,5.0,0.0,0.0,0,17.0,MenosDe18
370,2023-2,100136433,2023,F,2001-10-15,VENTANILLA,PROV. CONST. DEL CALLAO,CALLAO,Alumno,2001.0,6,0,SI,NO,Obstetricia,VILLA LOS REYES VENT,PRIV,5.0,0.0,0.0,0,22.0,Entre18y25
371,2023-2,100136438,2023,F,2004-05-09,COMAS,LIMA ,LIMA,Alumno,2004.0,12,6,SI,NO,Psicología,JOHN NASH HIGH SCHOOL - COMAS,PRIV,2.0,1.0,1.0,1,19.0,Entre18y25
372,2023-2,100136442,2023,M,2002-04-10,INDEPENDENCIA,LIMA ,LIMA,Alumno,2002.0,0,0,NO,NO,Farmacia y Bioquímica,CIRCULO INGENIERIA SCHOOL,PRIV,5.0,0.0,0.0,0,21.0,Entre18y25
373,2023-2,100136445,2023,M,2006-04-03,SULLANA,SULLANA ,PIURA,Madre,2006.0,0,3,NO,NO,Adm. Negocios Internacionales,15027 AMAUTA,PRIV,5.0,1.0,0.0,0,17.0,MenosDe18
374,2023-2,100136446,2023,M,2003-11-21,CARABAYLLO,LIMA ,LIMA,Alumno,2003.0,4,0,NO,NO,Ingeniería Civil,SANTO DOMINGO DE GUZMAN-SJL,PUBL,6.0,2.0,0.0,0,20.0,Entre18y25
375,2023-2,100136448,2023,F,2003-06-19,LOS OLIVOS,LIMA ,LIMA,Alumno,2003.0,4,0,NO,NO,Arquitectura y Urb Ambiental,2078 NUESTRA SEÑORA DE LOURDES,PRIV,5.0,0.0,0.0,0,20.0,Entre18y25
376,2023-2,100136452,2023,M,2006-04-13,COMAS,LIMA ,LIMA,Madre,2006.0,4,2,SI,NO,Ingeniería Civil,LICEO SANTO DOMINGO - COMAS,PUBL,1.0,0.0,0.0,1,17.0,MenosDe18
377,2023-2,100136454,2023,F,2005-06-08,SAN MARTÍN DE PORRES,LIMA ,LIMA,Madre,2005.0,12,6,SI,NO,Comunicación y Publicidad,NUESTRA SEÑORA DE MONSERRAT,PUBL,4.0,3.0,1.0,0,18.0,MenosDe18
378,2023-2,100136456,2023,F,2005-01-01,ATE,LIMA ,LIMA,Apoderado,2005.0,6,6,SI,NO,Obstetricia,IE 20586 SAN FRANCISCO DE ASIS,PRIV,5.0,3.0,1.0,1,18.0,MenosDe18
379,2023-2,100136460,2023,F,2005-10-12,VILLA EL SALVADOR,LIMA ,LIMA,Padre,2005.0,0,0,NO,NO,Medic Veterinaria y Zootecnia,CASA ABIERTA - VES,PRIV,5.0,1.0,0.0,0,18.0,MenosDe18
380,2023-2,100136463,2023,F,1997-04-28,CHORRILLOS,LIMA ,LIMA,Alumno,1997.0,6,3,NO,NO,Farmacia y Bioquímica,ALBERT EINSTEIN DE LOS OLIVOS,PUBL,5.0,3.0,1.0,0,26.0,Mayor25
381,2023-2,100136472,2023,F,2001-07-23,ATE,LIMA ,LIMA,Alumno,2001.0,18,18,SI,SI,Medic Veterinaria y Zootecnia,COLEGIO FE Y ALEGRIA 53,PRIV,1.0,0.0,0.0,1,22.0,Entre18y25
382,2023-2,100136473,2023,M,2000-12-01,ATE,LIMA ,LIMA,Alumno,2000.0,18,18,SI,SI,Medic Veterinaria y Zootecnia,SANTA TERESITA DE JESUS,PUBL,1.0,0.0,0.0,1,23.0,Entre18y25
383,2023-2,100136476,2023,F,2006-03-10,VILLA EL SALVADOR,LIMA ,LIMA,Madre,2006.0,3,9,NO,NO,Psicología,6069 - VILLA EL SALVADOR,PUBL,4.0,1.0,0.0,1,17.0,MenosDe18
384,2023-2,100136479,2023,F,2004-02-28,SAN JUAN DE MIRAFLORES,LIMA ,LIMA,Alumno,2004.0,2,2,NO,NO,Obstetricia,BRIGIDA SILVA DE OCHOA-CHORRIL,PUBL,5.0,2.0,0.0,0,19.0,Entre18y25
385,2023-2,100136488,2023,F,2001-10-13,VENTANILLA,PROV. CONST. DEL CALLAO,CALLAO,Alumno,2001.0,6,0,SI,NO,Enfermería,SANTA MARIA - Lima / Lima / Pu,PUBL,5.0,4.0,1.0,0,22.0,Entre18y25
386,2023-2,100136493,2023,F,2006-03-23,PACHACAMAC,LIMA ,LIMA,Madre,2006.0,3,0,SI,NO,Enfermería,ELIAS AGUIRRE - VES,PRIV,5.0,0.0,0.0,0,17.0,MenosDe18
387,2023-2,100136504,2023,M,1998-09-10,LOS OLIVOS,LIMA ,LIMA,Alumno,1998.0,3,0,NO,NO,Nutrición y Dietética,LIBERTAD,PRIV,5.0,0.0,0.0,0,25.0,Mayor25
388,2023-2,100136531,2023,F,1998-12-26,LURIN,LIMA ,LIMA,Alumno,1998.0,6,3,SI,NO,Obstetricia,JUAN GUERRERO QUIMPER-VMT,PUBL,5.0,0.0,0.0,0,25.0,Mayor25
389,2023-2,100136545,2023,F,2003-09-26,LURIN,LIMA ,LIMA,Alumno,2003.0,9,0,SI,NO,Enfermería,80823 EL INDOAMERICANO,PRIV,5.0,0.0,0.0,0,20.0,Entre18y25
390,2023-2,100136550,2023,F,1991-01-02,LURIN,LIMA ,LIMA,Alumno,1991.0,9,18,SI,SI,Enfermería,SAN PEDRO SANTISIMA TRINIDA DE,PUBL,2.0,0.0,0.0,1,32.0,Mayor25
391,2023-2,100136552,2023,F,1993-08-02,PACHACAMAC,LIMA ,LIMA,Alumno,1993.0,18,18,SI,SI,Obstetricia,I.E.1137 JOSE ANTONIO ENCINAS,PUBL,1.0,0.0,0.0,1,30.0,Mayor25
392,2023-2,100136562,2023,M,1992-09-30,CARABAYLLO,LIMA ,LIMA,Alumno,1992.0,3,6,NO,NO,Medic Veterinaria y Zootecnia,SANTA MARIA REYNA,PUBL,3.0,2.0,1.0,1,31.0,Mayor25
393,2023-2,100136573,2023,F,2006-09-17,SAN JUAN DE MIRAFLORES,LIMA ,LIMA,Madre,2006.0,12,3,SI,NO,Nutrición y Dietética,TRILCE VILLA MARIA DEL TRIUNFO,PUBL,5.0,0.0,0.0,0,17.0,MenosDe18
394,2023-2,100136575,2023,F,2005-11-28,CHACLACAYO,LIMA ,LIMA,Madre,2005.0,3,6,NO,NO,Enfermería,SACO OLIVEROS DE CHACLACAYO,PUBL,5.0,0.0,0.0,1,18.0,MenosDe18
395,2023-2,100136584,2023,F,2000-04-11,LIMA,LIMA ,LIMA,Alumno,2000.0,15,18,SI,SI,Administracion de Empresas,IEA ESPAÑA,PUBL,1.0,0.0,0.0,1,23.0,Entre18y25
396,2023-2,100136585,2023,M,2004-03-22,SAN MARTÍN DE PORRES,LIMA ,LIMA,Alumno,2004.0,2,2,NO,NO,Administracion de Empresas,LOS DOMINICOS DE PALAO,PUBL,6.0,1.0,0.0,0,19.0,Entre18y25
397,2023-2,100136588,2023,M,2006-05-10,LURIN,LIMA ,LIMA,Madre,2006.0,0,0,NO,NO,Medic Veterinaria y Zootecnia,COPRODELI SAN JUAN MACIAS,PRIV,5.0,0.0,0.0,0,17.0,MenosDe18
398,2023-2,100136590,2023,F,2003-09-30,RÍMAC,LIMA ,LIMA,Alumno,2003.0,0,0,NO,NO,Obstetricia,TECHNOLOGY SCHOOLS DE SAN MART,PUBL,2.0,0.0,0.0,0,20.0,Entre18y25
399,2023-2,100136596,2023,F,2005-08-05,VENTANILLA,PROV. CONST. DEL CALLAO,CALLAO,Apoderado,2005.0,9,6,SI,NO,Enfermería,FE Y ALEGRIA 59,PUBL,5.0,1.0,0.0,1,18.0,MenosDe18
400,2023-2,100136601,2023,F,2006-03-17,SAN MARTÍN DE PORRES,LIMA ,LIMA,Madre,2006.0,6,0,NO,NO,Psicología,3081 ALMIRANTE MIGUEL GRAU SEM,PUBL,5.0,0.0,0.0,0,17.0,MenosDe18
401,2023-2,100136603,2023,F,2003-10-19,CALLAO,PROV. CONST. DEL CALLAO,CALLAO,Alumno,2003.0,3,6,NO,NO,Medic Veterinaria y Zootecnia,MARIANNE FROSTIG - SMP,PUBL,5.0,0.0,0.0,0,20.0,Entre18y25
402,2023-2,100136605,2023,M,2004-12-30,LOS OLIVOS,LIMA ,LIMA,Alumno,2004.0,3,3,SI,NO,Psicología,NUESTRA SEÑORA DE MONTSERRAT D,PUBL,5.0,0.0,0.0,0,19.0,Entre18y25
403,2023-2,100136606,2023,M,2004-02-25,SAN MARTÍN DE PORRES,LIMA ,LIMA,Alumno,2004.0,18,18,SI,SI,Nutrición y Dietética,IE SANTIAGO ANTUNEZ DE MAYOLO,PUBL,5.0,0.0,0.0,1,19.0,Entre18y25
404,2023-2,100136608,2023,F,1998-12-17,VILLA EL SALVADOR,LIMA ,LIMA,Alumno,1998.0,6,3,SI,NO,Enfermería,MI JESUS,PUBL,5.0,1.0,0.0,1,25.0,Mayor25
405,2023-2,100136609,2023,F,1993-05-23,LOS OLIVOS,LIMA ,LIMA,Alumno,1993.0,3,3,SI,NO,Enfermería,3080 PERU - CANADA,PUBL,5.0,0.0,0.0,0,30.0,Mayor25
406,2023-2,100136613,2023,M,1994-02-15,LOS OLIVOS,LIMA ,LIMA,Alumno,1994.0,9,6,SI,NO,Enfermería,VIRGEN DE LA PUERTA-LOS OLIVOS,PUBL,5.0,4.0,1.0,0,29.0,Mayor25
407,2023-2,100136615,2023,F,2003-01-25,SAN MARTÍN DE PORRES,LIMA ,LIMA,Alumno,2003.0,0,3,NO,NO,Derecho,3091,PUBL,5.0,0.0,0.0,1,20.0,Entre18y25
408,2023-2,100136629,2023,F,2006-04-20,VILLA EL SALVADOR,LIMA ,LIMA,Madre,2006.0,6,3,SI,NO,Farmacia y Bioquímica,CRISTO EL SALVADOR,PUBL,5.0,0.0,0.0,0,17.0,MenosDe18
409,2023-2,100136630,2023,F,2005-08-03,LIMA,LIMA ,LIMA,Apoderado,2005.0,3,3,SI,NO,Adm. Negocios Internacionales,SAN ANTONIO,PUBL,5.0,1.0,0.0,0,18.0,MenosDe18
410,2023-2,100136632,2023,F,2001-01-16,SAN JUAN DE LURIGANCHO,LIMA ,LIMA,Alumno,2001.0,0,0,NO,NO,Psicología,FE Y ALEGRIA N° 5 - SJL,PUBL,6.0,1.0,0.0,0,22.0,Entre18y25
411,2023-2,100136645,2023,F,2006-02-15,SANTIAGO DE SURCO,LIMA ,LIMA,Apoderado,2006.0,9,18,SI,NO,Obstetricia,Latino - Sjm,PUBL,3.0,0.0,0.0,1,17.0,MenosDe18
412,2023-2,100136654,2023,M,2006-02-18,SAN JUAN DE MIRAFLORES,LIMA ,LIMA,Padre,2006.0,0,2,NO,NO,Adm. Negocios Internacionales,7074 LA INMACULADA,PUBL,5.0,0.0,0.0,0,17.0,MenosDe18
413,2023-2,100136656,2023,F,2004-02-16,CHIMBOTE,SANTA,ÁNCASH,Alumno,2004.0,6,9,SI,NO,Obstetricia,88031 REPUBLICA PERUANA,PUBL,5.0,0.0,0.0,0,19.0,Entre18y25
414,2023-2,100136666,2023,M,2004-03-10,CARABAYLLO,LIMA ,LIMA,Alumno,2004.0,6,0,NO,NO,Farmacia y Bioquímica,TUNGASUCA,PUBL,5.0,1.0,0.0,0,19.0,Entre18y25
415,2023-2,100136667,2023,F,2005-09-29,SAN JUAN DE MIRAFLORES,LIMA ,LIMA,Madre,2005.0,3,0,NO,NO,Enfermería,DE ACCION CJTA PADRE ILUMINATO,PUBL,5.0,0.0,0.0,0,18.0,MenosDe18
416,2023-2,100136668,2023,F,1996-12-04,ATE,LIMA ,LIMA,Alumno,1996.0,0,0,NO,NO,Medic Veterinaria y Zootecnia,IE SAN JOSE OBRERO,PRIV,5.0,0.0,0.0,0,27.0,Mayor25
417,2023-2,100136676,2023,F,2005-06-15,CARABAYLLO,LIMA ,LIMA,Madre,2005.0,0,0,NO,NO,Derecho,CRISTO RAMOS,PUBL,5.0,0.0,0.0,0,18.0,MenosDe18
418,2023-2,100136679,2023,M,2006-05-22,PUENTE PIEDRA,LIMA ,LIMA,Madre,2006.0,0,0,NO,NO,Ing. Empresarial y de Sistemas,LOS NIÑOS DE JESUS-PTE PIEDRA,PUBL,5.0,0.0,0.0,0,17.0,MenosDe18
419,2023-2,100136680,2023,M,2000-05-02,VILLA MARÍA DEL TRIUNFO,LIMA ,LIMA,Alumno,2000.0,9,6,SI,NO,Psicología,7054 - VILLA MARIA DEL TRIUNFO,PUBL,5.0,2.0,0.0,0,23.0,Entre18y25
420,2023-2,100136685,2023,F,2006-06-24,SAN JUAN DE MIRAFLORES,LIMA ,LIMA,Madre,2006.0,2,4,SI,NO,Derecho,DE ACCION CJTA PADRE ILUMINATO,PRIV,5.0,0.0,0.0,0,17.0,MenosDe18
